mid,name,name yomigana,artist,artist yomigana,music ascii,simplified chinese,original artist,aka1,aka2,aka3,aka4,aka5,aka6,aka7
890,Second Heaven GravityPfArrange,sekandohevunguraviteipiiefuarenji,cosMo＠暴走P,kosumoattobousoupii,second heaven cosmo,,Ryu☆,二天堂,三倍冰激凌|三倍ice cream,,,,,
891,starmine (nora2r Remix),sutaamainnoratsuuaarurimikkusu,nora2r,noratsuuaaru,starmine nora2r,,Ryu☆,,,,,,,
892,Time to Air (jazz it up style),taimutouueaajazuittoappusutairu,borzy,boojii,time to air borzy,,Ryu☆,,,,,,,
893,Time to Air -Fly High Remix-,taimutouueaafuraihairimikkusu,xi,sai,time to air xi,,Ryu☆,,,,,,,
894,waxing and wanding(SS Remix),wakushinguandowandinguesuesurimikkusu,しま兄,shimanii,waxing and wanding shimanii,,Ryu☆,青龙,,,,,,
895,bass 2 bass [Tracy vs. Astronomical Remix],beesutouubeesutoreeshiivaasasuasutoronomikarurimikkusu,Tracy vs. Astronomical,toreeshiivaasasuasutoronomikaru,bass2bass tracy,,Ryu☆,,,,,,,
896,Mermaid girl (Tropical Remix),maameidogaarutoropikarurimikkusu,Hyuji feat. LIQU@。,hyuujifiicharingurikuatto,mermaid girl hyuji,,Ryu☆,美人鱼女孩,,,,,,
897,雪月花 (Shiron & Sound Artz Remix),setsugekkashiron'andosaundoaatsurimikkusu,Shiron vs. Sound Artz,shironbaasasusaundoaatsu,setsugekka shiron,,Ryu☆,,,,,,,
898,朧 (kamome sano remix),oborokamomesanorimikkusu,kamome sano feat. Kuroa*,kamomesanofiicharingukuroa,oboro kamome,胧,Ryu☆,,,,,,,
899,Never Let It End,nevaarettoittoendo,FELT,feruto,neverletitend felt,,,,,,,,,
900,Destroy,desutoroi,Yooh,yuu,destroy yooh,,,,,,,,,
901,双星ルミネセンス,souseiruminesensu,一舞 ＆ 夏陽,ibuandonatsuhi,sousei hinabita,,,,,,,,,
902,Get back here,gettobakkuhia,Hommarju,omaaju,get back here hommarju,,,,,,,,,
903,踊るフィーバーロボ,odorufiibaarobo,ダニエル&eimy と よしくん,danieruandoeimiitoyoshikun,odoru fever robot wac,机器人热舞,,,,,,,,
904,MERRiESTxHOLiC,mariesutohorikku,miko♡nachi feat.u-z,mikohaatonachifiicharinguyuuji,merriest holic uz,,,,,,,,,
905,Laughin' Muffin,rafinmafin,Gowrock,gaurokku,laughin muffin gowrock,,,,,,,,,
906,Lo-Fi-M,roofaimemoriaru,yaseta,yaseta,lo fi m yaseta,,,,,,,,,
907,Paradission,paradisshon,BlackY,burakkii,paradission blacky,,,,,,,,,
908,ウエンレラの氷華,uenreranohyouka,Cororo,kororo,uenrera cororo,冰华,,,,,,,,
909,NEO TREASON,neotoriizun,lapix,rapisu,neotreason lapix,,,,,,,,,
910,Celestial stinger,seresuteiarusuteingaa,Noah,noa,celestial stinger noah,,,,,,,,,
911,Completeness Under Incompleteness,konpuriitonesuandaainkonpuriitonesu,"かめりあ as ""Reverse of Riot""",kameriaazuribaasuoburaiotto,completeness kameria,,,反暴徒,,,,,,
912,Ok!! Hug Me,ookeehagumii,はるなば,harunaba,okhugme harunaba,,,,,,,,,
913,Lord=Crossight,roodokurosaito,ぺのれり,penoreri,lordcrossight penoreri,,,红纹石|菱锰矿,,,,,,
914,DIABLOSIS::Nāga,diaburoshisunaaga,sky_delta,sukaideruta,diablosis sky delta,,,,,,,,,
915,FL骭geL《Λrp:ΣggyØ》,furyuugeruarupejio,かねこちはる,kanekochiharu,flugel arpeggyo kanekochiharu,,,火星文,,,,,,
916,イブの時代っ！,ibunojidaitsu,日向美ビタースイーツ♪,hinatabibitaasuiitsu,ibunojidai hinabita,一舞的时代,,,,,,,,
917,Angelic Jelly,enjierikkujierii,t+pazolite,topazoraito,angelic jelly tpazolite,,,天使果冻,,,,,,
918,Grand Chariot,guranshario,xi,sai,grandchariot xi,,,战车,,,,,,
919,StrayedCatz,sutoreidokyattsu,削除,sakujo,strayedcatz sakujo,,,迷途猫,,,,,,
920,Sephirot,sefiroto,SHIKI,shiki,sephirot shiki,,,,,,,,,
921,ZEPHYRANTHES,zefiransasu,TAG,tagu,zephyranthes tag,,,,,,,,,
922,Triple Counter,toripurukauntaa,DJ YOSHITAKA meets dj TAKA,diijieeyoshitakamiitsudiijieetaka,triplecounter taka yoshitaka,,,,,,,,,
923,バイナリスター,bainarisutaa,ここなつ,kokonatsu,binarystar kokonatsu,,,,,,,,,
924,Solar Storm,sooraasutoomu,xi「グルーヴコースター 3 リンクフィーバー」より,sai,solarstorm xi,,,太阳风暴,,,,,,
925,絶対零度,zettaireido,かねこちはる,kanekochiharu,zettaireido kanekochiharu,绝对零度,,,,,,,,
926,ネコクマウササー,nekokumausasaa,溝口ゆうま feat. みこ♡なち♡あい,mizonokuchiyuumafiicharingumikonachiai,nekokuma mizonokuchi,,,,,,,,,
927,極圏,kyokuken,cosMo VS dj TAKA,kosumobaasasudiijieetaka,kyokuken cosmo taka,极圈,,,,,,,,
928,零の位相,zeronoisou,kradness,kuraddonesu,zeronoisou kradness,零之位相,,,,,,,,
929,PROVOES*PROPOSE <<êl fine>>,purovozupuropoozuerufiine,"Yu_Asahina as ""papyrus""",yuuasahinaazupapirusu,provoes propose yu asahina,,,,,,,,,
930,オトゲラヴ！,otogeravu,ねこみりん feat.小宮真央×みゆ×えみゅう。,nekomirinfiicharingukomiyamaomiyuemyuu,otoge love nekomirin,,,,,,,,,
931,Dreadnought,doreddonooto,Mastermind(xi+nora2r),masutaamaindosaipurasunoratsuuaaru,dreadnought mastermind,,,无畏号|无畏舰,,,,,,
932,からくりピエロ,karakuripiero,40mP,yonjuumeetorupii,karakuri piero 40mp,,,,,,,,,
933,見世物ライフ,misemonoraifu,"otetsu,164,蝶々P",otetsuichirokuyonchouchoupii,misemonolife otetsu,杂耍人生,,见世物,,,,,,
934,異世界ノットパンピー,isekainottopanpii,164 feat.GUMI,ichirokuyonfiicharingugumi,isekainot 164,异世界,,,,,,,,
935,Twilight ∞ nighT,towairaitonaito,ひとしずく×やま△,hitoshizukukakeruyamasankakkei,twilightnight hitoshizuku,,,,,,,,,
936,moon,muun,iroha(sasaki),irohasasaki,moon iroha,,,,,,,,,
937,嘘とぬいぐるみ,usotonuigurumi,Dixie Flatline,dikushiifurattorain,usotonuigurumi dixie,谎言与玩偶,,,,,,,,
938,失敗作少女,shippaisakujoujo,かいりきベア,kairikibea,sippaisaku kairiki,失败作少女,,,,,,,,
939,JOMANDA,jomanda,DJ YOSHITAKA,diijieeyoshitaka,jomanda yoshitaka,,,中二三部曲|中二歌,大十字,,,,,
940,千本桜,senbonzakura,黒うさP feat.初音ミク,kurousapiifiicharinguhatsunemiku,senbonzakura kurousap,千本樱,,,,,,,,
941,TRICKL4SH 220,torikkurasshutouutouuenteii,Lite Show Magic,raitoshoomajikku,tricklash lite show magic,,,,,,,,,
942,New Game feat.Mayumi Morinaga,nyuugeemufiicharingumayumimorinaga,The 4th,zafoosu,newgame the4th,,,,,,,,,
943,HiGHER,haiyaa,REDALiCE,reddoarisu,higher redalice,,,,,,,,,
944,シアワセうさぎ,shiawaseusagi,あまね＋ビートまりお（COOL&CREATE）,amanebiitomariokuuruandokurieito,shiawaseusagi beatmario,,,,,,,,,
945,LOVE EAST,rabuiisuto,暁Records,akatsukirekoozu,loveeast akatsuki records,,,,,,,,,
946,インビジブル,inbijiburu,kemu,kemu,invisible kemu,,,,,,,,,
947,永遠に幸せになる方法、見つけました。,eiennishiawaseninaruhouhoumitsukemashita,うたたP,utatapii,eiennishiawase utatap,找到了永远幸福的方法,,,,,,,,
948,裏表ラバーズ,uraomoterabaazu,wowaka,wowaka,uraomote wowaka,里表情人,,,,,,,,
949,Lonly Ranunculus,ronriiranankyurasu,Amateras Records feat.築山さえ,amaterasurekoozufiicharingutsukiyamasae,lonly ranunculus amateras,,,,,,,,,
950,Poppin' Shower,poppinshawaa,P*Light,piraito,poppin shower plight,,,,,,,,,
951,ヒミツダイヤル,himitsudaiyaru,ここなつ,kokonatsu,himitsu dial kokonatsu,,,,,,,,,
952,{albus},arubasu,かめりあ,kameria,albus kameria,,,白猫,,,,,,
953,Metamorphobia,metamorufobia,winddrums,uindodoramusu,metamorphobia winddrums,,,,,,,,,
954,JULIAN,jurian,Queen P.A.L.,kuiinpiieeeru,julian queenpal,,,,,,,,,
955,刃の如く ft. ネコメアリ,yaibanogotokufiicharingunekomeari,Iceon(Frost Fragment),aisuonfurosutofuragumento,yaibanogotoku iceon,如刀刃一样,,,,,,,,
956,ケムマキunderground,kemumakiandaaguraundo,t+pazolite feat. リズナ,topazoraitofiicharingurizuna,kemumaki underground tpazolite,,,,,,,,,
957,盗宝,touhou,猫大樹,nekohiroki,touhou nekohiroki,,,,,,,,,
958,インフルエンサー・イズ・デッド,infuruensaaizudeddo,じーざす（ワンダフル☆オポチュニティ！）,jiizasuwandafuruopochunitei,inhuru jizasu,,,,,,,,,
959,Candy Star,kyandisutaa,DJ Genki feat. yukacco,diijieegenkifiicharinguyukakko,candystar djgenki,,,,,,,,,
960,焔 -MAGMA-,maguma,SOUND HOLIC feat. Nana Takahashi,saundohorikkufiicharingunanatakahashi,magma soundholic,焰,,,,,,,,
961,HEAVENLY SMILE,hebunriisumairu,VALLEYSTONE feat. 紫崎 雪,bariisutoonfiicharingushizakiyuki,heavenly smile valleystone,,,,,,,,,
962,Dharma,daruma,Massive New Krew,masshibunyuukuruu,dharma massive new krew,,,达摩,,,,,,
963,JUGGLE,jaguru,Ras,rasu,juggle ras,,,,,,,,,
964,ドリームエンド・サバイバー,doriimuendosabaibaa,ぽんきち,ponkichi,dreamend ponkichi,,,,,,,,,
965,キュリオシティ,kyurioshitei,庭師,niwashi,curiosity niwashi,,,,,,,,,
966,水槽のクジラ,suisounokujira,テヅカ feat. 大西あみみ,tezukafiicharinguoonishiamimi,suisounokujira teduka,水槽之鲸,,,,,,,,
967,Chocolate Planet,chokoreetopuranetto,Freezer feat.妃苺,furiizaafiitokiichigo,chocolate planet freezer,,,巧克力星球,,,,,,
968,Heavenly Adventure,hebunriiadobenchaa,Soleily,soreirii,heavenly adventure soleily,,,,,,,,,
969,Four Leaves,fooriibuzu,Endorfin.,endorufin,four leaves endorfin,,,,,,,,,
970,EDEN of TRUTH,eden'obutouruusu,Braflare(kanone&かぼちゃ),bureifureakanoneandokabocha,eden of truth braflare,,,,,,,,,
971,Noisy Minority,noijiimainoritei,DJ Grimoire,diijieegurimowaaru,noisy minority grimoire,,,,,,,,,
972,Voltage Higher,boruteejihaiaa,A-One,eewan,voltage higher aone,,,,,,,,,
973,Crystallize Forest,kurisutaraizuforesuto,奏瀬いちこ feat.Silver Forest,kanaseichikofiicharingushirubaaforesuto,crystallize forest silverforest,,,,,,,,,
974,Blue Fire,buruufaia,REDALiCE feat. 野宮あゆみ,reddoarisufiicharingunomiyaayumi,blue fire redalice,,,,,,,,,
975,業焔繚乱,gouenryouran,BlackY,burakkii,gouenryouran blacky,业焰缭乱,,,,,,,,
976,スピーカーガール！,supiikaagaaru,TAKU1175 feat.かなたん,takuiinagofiicharingukanatan,speaker girl taku1175,,,,,,,,,
977,Royal Judgement,roiyarujajjimento,Kobaryo,kobaryoo,royal judgment kobaryo,,,,,,,,,
978,Arcade Prison,aakeedopurizun,MAD CHILD vs. siromaru,maddochairudobaasasushiromaru,arcade prison madchild siromaru,,,,,,,,,
979,まじかる生主＠りすなちゃん,majikarunamanushirisunachan,DJ SHARPNEL feat. みらい,diijieeshaapunerufiicharingumirai,magical namanushi sharpnel,魔法主播@Risuna酱,,,,,,,,
980,Lowermost revolt,roowaamosutoriboruto,かめりあ feat. 歌劇派学生,kameriafiicharingukagekihagakusei,lowermost revolt kameria,,,,,,,,,
981,Vigor,vigaa,Yooh,yuu,vigor yooh,,,,,,,,,
982,Gorgetech,gorujietekku,Shiron,shiron,gorgetech shiron,,,,,,,,,
983,オンディーヌの泪,ondiinunonamida,かねこちはる,kanekochiharu,ondine kanekochiharu,温蒂妮之泪,,,,,,,,
984,湖底遺跡のヴィダー・ハル,koteiisekinovidaaharu,borzy & 結月そら,boojiiandoyuizukisora,koteiiseki borzy,湖底遗迹的回响,,,,,,,,
985,Royal Action,roiyaruakushon,BlackY,burakkii,royal action blacky,,,,,,,,,
986,Carry Me Away,kyariimiiauei,lapix,rapisu,carry me away lapix,,,,,,,,,
987,SO FLY ME TO YOU,soofuraimiitouyuu,ローゼライト powered by mu-ray,roozeraitopawaadobaimyuurei,so fly me roselite,,,,,,,,,
988,ツキアカリ,tsukiakari,タケノコ少年,takenokoshounen,tukiakari takenoko,,,,,,,,,
989,Zelophilia,zerofiria,ぺのれり feat.ぁゅ,penorerifiicharinguayu,zelophilia penoreri,,,,,,,,,
990,Gaze ft. 紫崎 雪,geizufiicharingushizakiyuki,Omnis,omunisu,gaze omnis,,,,,,,,,
991,Sadistic Stabbing,sadisuteikkusutabingu,ぬゆりとびす,nuyuritobisu,sadistic stabbing nuyuri,,,,,,,,,
992,Junk Mania,jankumania,udouddo&VALLEYSTONE,udouddoandovariisutoon,junk mania udouddo,,,,,,,,,
993,黎明スケッチブック,reimeisuketchibukku,アメツチ絵日記,ametsuchienikki,reimei ametsuchi,,,,,,,,,
994,NEON LOVE❤POTION!!!,neonrabupooshon,パイタン,paitan,neon love potion paitan,,,,,,,,,
995,HP:1,eichipiiichi,Verdammt,feadamuto,hp1 verdammt,,,,,,,,,
996,VAMPIRE,vanpaia,nyankobrq,nyankobiiaarukyuu,vampire nyankobrq,,,,,,,,,
997,ゴーストマスコット,goosutomasukotto,はるなば feat.みかん汁,harunabafiitomikanjiru,ghost mascot harunaba,,,,,,,,,
998,sink into the dream,shinkuintouzadoriimu,uma,yuuma,sinkintothedream uma,,,,,,,,,
999,couleur automnes de chocolat,kuruuruootomunusudoshokora,Citrus and Ocean Colour,shitorasuandoooshankaraa,couleur citrus,,,,,,,,,
1000,ぱあ,paa,立秋 feat.ちょこ,risshuufiitochoko,pah risshu,,,,,,,,,
1001,春時雨,harushigure,まし,mashi,harusigure masi,春时雨,,,,,,,,
1002,Fairy in Strasbourg,feariiinsutorasubuuru,Laur,rauru,fairyinstrasbourg laur,,,,,,,,,
1003,ボーイミーツ・ブルー,booimiitsuburuu,うさぎ愛好会(cosMo×syuri22),usagiaikoukaikosumoshuriniini,boymeets cosmo,,,,,,,,,
1004,SprrRush!!,supurasshu,MisoilePunch♪ feat.KIRARI,misoirupanchifiicharingukirari,sprrrush misoilepunch,,,,,,,,,
1005,It's a new day!,ittsuanyuudei,パピ子りんft.ビタミンな兄貴♂＆ゆずり,papikorinfiicharingubitaminnaanikiandoyuzuri,its a new day papikorin,,,,,,,,,
1006,QUAKE,kueiku,Polyphonix,porifonikusu,quake polyphonix,,,,,,,,,
1007,Cepheus,sefeusu,しらこいし,shirakoishi,cepheus sirakoisi,,,,,,,,,
1008,WONDER_WOBBLER,wandaawaburaa,brz,buriizu,wonder wobbler brz,,,,,,,,,
1009,Ghost Trigger,goosutotorigaa,u-z feat.CHERICa,yuujifiitocherika,ghost trigger uz,,,,,,,,,
1010,444,foosu,ZYTOKINE feat. aki,tsuaitokainfiitoaki,444 zytokine,,,,,,,,,
1011,極彩天奏,gokusaitensou,かゆき,kayuki,gokusaitenso kayuki,极彩天奏,,,,,,,,
1012,Poppin’Cats!!,poppinkyattsu,やどりぎ,yadorigi,poppin cats yadorigi,,,,,,,,,
1013,The Golden Era,zagooruden'iira,polysha,porisha,the golden era polysha,,,,,,,,,
1014,クリスタルミサイル,kurisutarumisairu,フーリンキャットマーク～with 鳴紗,fuurinkyattomaakuuizumeisha,crystalmissile fuhringcatmark,,,,,,,,,
1015,Smoked Turkey Rag,sumookudotaakiiragu,a_hisa,eehisa,smoked turkey rag a hisa,,,,,,,,,
1016,゜*。Chantilly Fille。*°,shanteifiiyu,Ange;art,anjieaato,chantilly fille angeart,,,,,,,,,
1017,Inscape,insukeipu,technoplanet,tekunopuranetto,inscape technoplanet,,,,,,,,,
1018,準備運動,junbiundou,すのうまん,sunouman,jyunbiundou snowman,准备运动,,暴龙运动,,,,,,
1019,fancy cake!!,fanshiikeeki,あるふぁ,arufa,fancy cake alfa,,,,,,,,,
1020,デュアルメモリ,deyuarumemori,ここなつ,kokonatsu,dualmemory kokonatsu,,,,,,,,,
1021,If,ifu,Pa's Lam System,pazuramushisutemu,if paslamsystem,,,,,,,,,
1022,Chaotic Romance,kaoteikkuromansu,はるなば,harunaba,chaotic romance harunaba,,,,,,,,,
1023,rhythmology study,rizumorojiisutadi,古屋直雪,furuyanaoyuki,rhythmology furuya,,,,,,,,,
1024,JUNKIE FLAVOR,jankiifureebaa,yaseta + Hidra-Xjeil,yasetapurasuhaidora,junkie flavor yaseta,,,,,,,,,
1025,Make Magic,meikumajikku,Lite Show Magic,raitoshoomajikku,make magic lite show magic,,,,,,,,,
1026,Apocrypha,apokurifa,お月さま交響曲,otsukisamakoukyoukyoku,apocrypha otukisama,,,,,,,,,
1027,infinite:youniverse,infinittoyunibaasu,かゆき,kayuki,infinite youniverse kayuki,,,(・～・),,,,,,
1028,HE4VEN ～天国へようこそ～,hevuntengokuheyoukoso,カモメサノエレクトリックオーケストラ,kamomesanoerekutorikkuookesutora,he4ven kamome,欢迎来到天国,,HEAVEN,,,,,,
1029,Fáfnir,fafuniiru,Aoi Sumito a.k.a. あおいひと,aoisumitoeekeeeeaoihito,fafnir aoi sumito,,,,,,,,,
1030,Gamerz FestivaL,geemaazufesuteibaru,うさぎ愛好会(cosMo×syuri22),usagiaikoukaikosumoshuriniini,gamerz festival cosmo,,,,,,,,,
1031,DropZ-Line-,doroppuzettorain,Getty vs. DJ DiA,getteiibaasasudiijieedaia,dropz getty,,,,,,,,,
1032,Fin.ArcDeaR,finarukadia,MisoilePunch♪ ～タケノコ添え～,misoirupanchitakenokozoe,finarcdear misoilepunch,,,,,,,,,
1033,Sailing Force,seiringufoosu,ぺのれり,penoreri,sailing force penoreri,,,航力,,,,,,
1034,獅子奮迅,shishifunjin,a_hisa vs KV.S&はらたま,eehisabaasasukeebuiesuandoharatama,sisihunjin a hisa,狮子奋迅|气势勇猛,,,,,,,,
1035,Spirit of the Beast,supirittoobuzabiisuto,ikaruga_nex fw.tcheb,ikarugafiicharinguuizuchebu,spirit of ikaruga,,,,,,,,,
1036,iLLness LiLin,irunesuririn,かねこちはる,kanekochiharu,illness kanekochiharu,,,病李林,,,,,,
1037,Khionos TiARA,kionosuteiara,Ellim Gnirps vs よみぃ,erimuguniipusubaasasuyomii,khionos kanekochiharu,,,,,,,,,
1038,超☆超☆光☆速☆出☆前☆最☆速!!! スピード★スター★かなで,chouchoukousokudemaesaisokusupiidosutaakanade,かめりあ feat. ななひら,kameriafiicharingunanahira,chouchoukousoku kameria,超光速最快外卖！速度明星小奏,,超超光速出前最速,,,,,,
1039,おにいちゃんハイテック,oniichanhaitekku,立秋 feat.ちょこ,risshuufiitochoko,onichan hitech risshu,,,,,,,,,
1040,Grand-Guignol,guranginyoru,モリモリあつし,morimoriatsushi,grandguignol morimoriatsushi,,,,,,,,,
1041,Destruction & Qreation,desutorakushon'andokurieishon,polysha+inusack,porishapurasuinusaku,destruction polysha,,,,,,,,,
1042,Goddess Bless you,goddesuburesuyuu,winddrums,uindodoramusu,goddess winddrums,,,,,,,,,
1043,Legendary Road,rejiendariiroodo,kanone,kanone,legendary road kanone,,,,,,,,,
1044,Immortal saga,inmootarusaaga,Noah,noa,immortal saga noah,,,,,,,,,
1045,Game Over,geemuoobaa,Ancraft,ankurafuto,game over ancraft,,,,,,,,,
1046,PIERROT KNIfE,pieronaifu,まろん (IOSYS),maron,pierrot knife maron,,,,,,,,,
1047,Xibercannon,saibaakyanon,隣の庭は青い(庭師+Aoi),tonarinoniwahaaoiniwashipurasuaoi,xibercanon tonarinoniwa,,,,,,,,,
1048,dreamin' of u,doriimin'obuyuu,Jun Kuroda,junkuroda,dreamin jun kuroda,,,,,,,,,
1049,ΩVERSOUL,oobaasouru,BlackY,burakkii,oversoul blacky,,,,,,,,,
1050,Fly far bounce,furaifaabaunsu,猫叉Master,nekomatamasutaa,fly far nekomata,,,,,,,,,
1051,We Go Down,uiigoodaun,DJ Genki feat. SHIN from HYPERNOVA With 三代,diijieegenkifiicharingushinfuromuhaipaanovauizumitsuyo,we go down djgenki,,,,,,,,,
1052,Boss Rush,bosurasshu,USAO,usao,bossrush usao,,,,,,,,,
1053,恋歌疾風！かるたクイーンいろは,koiutashippuukarutakuiin'iroha,ねこまんまチーム！,nekomanmachiimu,koiuta nekomanma,恋歌疾风！歌牌女王伊吕波,,,,,,,,
1054,ナナイロライト,nanairoraito,ここなつ,kokonatsu,nanairolight kokonatsu,,,,,,,,,
1055,Rebellio,reberioo,MAX MAXIMIZER VS DJ TOTTO,makkusumakishimaizaabaasasudiijieitotto,rebellio maximizer,,,,,,,,,
1056,マトリョシカ,matoryoshika,ハチ,hachi,matoryoshika hachi,,,,,,,,,
1057,パンダヒーロー,pandahiiroo,ハチ,hachi,panda hero hachi,,,,,,,,,
1058,POLICY BREAK Medley from SOUND VOLTEX×jubeat,porishiibureikumedoreefuromusaundoborutekkusuyubiito,United Composers from jubeat,yunaiteddokonpoozaazufuromuyubiito,pb medley jubeat,,,,,,,,,
1059,FLOOR INFECTION Medley from SOUND VOLTEX×jubeat,furoainfekushonmedoreefuromusaundoborutekkusuyubiito,United Composers from SOUND VOLTEX,yunaiteddokonpoozaazufuromusaundoborutekkusu,fi medley jubeat,,,jubeat组曲,,,,,,
1060,The Formula,zafoomyura,Junk,janku,the formula junk,,,,,,,,,
1061,Poison AND÷OR Affection,pandora,LeaF,riifu,poisonand leaf,,,与或,,,,,,
1062,Doppelganger,dopperugengaa,LeaF,riifu,doppelganger leaf,,,二重身,,,,,,
1063,Adansonia,adansonia,sweez / Meine Meinung,suiizumainemainuku,adansonia sweez,,,,,,,,,
1064,KIRAMEKI OVERDRIVE,kiramekioobaadoraibu,FALL,fooru,kirameki overdrive fall,,,,,,,,,
1065,スペクトラム,supekutoramu,エルリ鳥 (O-SE + ueda),erurichou,spectrum ose,,,,,,,,,
1066,消失(Hommarju Remix),shoushitsuomaajurimikkusu,cosMo＠暴走P,kosumoattobousoupii,syousitsu hommarju cosmo,,,,,,,,,
1067,チルノのパーフェクトさんすう教室　⑨周年バージョン,chirunonopaafekutosansuukyoushitsukyuushuunenbaajon,IOSYSと愉快な⑨周年フレンズ,ioshisutoyukainakyuushuunenfurenzu,cirno sansuu9 arm,琪露诺的完美算数教室 ⑨周年版,,,,,,,,
1068,アンハッピーリフレイン,anhappiirifurein,wowaka,wowaka,unhappy wowaka,,,,,,,,,
1069,ローリンガール,rooringaaru,wowaka,wowaka,rollingirl wowaka,,,,,,,,,
1070,ワールズエンド・ダンスホール,waaruzuendodansuhooru,wowaka,wowaka,worldend wowaka,,,,,,,,,
1071,Finale,finaare,A-One,eewan,finale aone,,,,,,,,,
1072,SACRIFICE feat. ayame,sakurifaisufiicharinguayame,Alstroemeria Records,arusutoromeriarekoozu,sacrifice alstroemeria records,,,,,,,,,
1073,Regretful Flower,rigurettofurufurawaa,Amateras Records feat.築山さえ,amaterasurekoozufiicharingutsukiyamasae,regretful flower amateras,,,,,,,,,
1074,Dystopia,disutopia,DiGiTAL WiNG feat.花たん/YURiCa,dejitaruuingufiicharinguhanatanyurika,dystopia digitalwing,,,,,,,,,
1075,幽玄の桜,yuugennosakura,音召缶 feat.Renna,otomekanfiicharingurenna,yuugennosakura otomekan,幽玄之樱,,,,,,,,
1076,私とあなたのMYOURENJI☆,watashitoanatanomyourenji,歌恋人,karento,watashitoanatano karento,我与你的命莲寺,,,,,,,,
1077,トーホータノシ (feat. 抹),toohootanoshifiicharingumatsu,魂音泉,tamaonsen,tohotanoshi tamaonsen,东方真好玩,,打东方真开心啊,,,,,,
1078,物凄いスペースシャトルでこいしが物凄いうた,monosugoisupeesushatorudekoishigamonosugoiuta,Halozy feat. ななひら,harojiifiicharingunanahira,monosugoispaceshuttle halozy,恋恋在超厉害的火箭上唱的超厉害的歌,,三倍冰激凌|三倍ice cream,,,,,,
1079,Burn everything,baan'eburishingu,LiLA'c Records,rirarekoozu,burneverything lilac,,,,,,,,,
1080,Root Consciousness,ruutokonshasunesu,溝口ゆうま feat.大瀬良あい vs. QURELESS,mizonokuchiyuumafiicharinguooseraaibaasasukyuaresu,rootconsciousness mizonokuchi,,,,,,,,,
1081,Technical Master,tekunikarumasutaa,天音 (Rolling Contact),amane,technicalmaster amane,,,,,,,,,
1082,NEWBORN CRYING,nyuuboonkuraingu,ZYTOKINE feat. nachi,tsuaitokainfiicharingunachi,newborncrying zytokine,,,稗田阿求,,,,,,
1083,I feel something for you,aifiirusamushingufooyuu,556ミリメートル,googoorokumirimeetoru,ifeelsomethingforyou 556,,,,,,,,,
1084,FIRE IN MY HEART,faiainmaihaato,Spacelectro,supeesurekutoro,fireinmyheart spacelectro,,,,,,,,,
1085,透明な記憶の風穴,toumeinakiokunokazaana,少女フラクタル,shoujofurakutaru,toumeinakioku syoujyo,透明的记忆风穴,,,,,,,,
1086,胸の中で誰かが,munenonakadedarekaga,幽閉サテライト,yuuheisateraito,munenonakade yuuhei,心中的某人,,胸中谁,,,,,,
1087,少女救世論,shoujokyuuseiron,暁Records,akatsukirekoozu,syoujyokyuuseiron akatsuki records,少女救世论,,,,,,,,
1088,冒涜的選択のアレグリア ft. Mayumi Morinaga,boutokutekisentakunoareguriafiicharingumayumimorinaga,Iceon(Frost Fragment),aisuonfurosutofuragumento,boutokuteki iceon,亵渎选择的飞跃之旅,,,,,,,,
1089,Sweet Requiem,suuiitorekuiemu,REDALiCE & aran,reddoarisuandoaran,sweetrequiem redalice,,,,,,,,,
1090,廃獄ドリームランド,haigokudoriimurando,SOUND HOLIC feat. Nana Takahashi,saundohorikkufiicharingunanatakahashi,haigoku soundholic,废狱睡乡,,,,,,,,
1091,雷鼓サンダービート,raikosandaabiito,ARM(IOSYS) feat.ビートまりお(COOL&CREATE),aamufiicharingubiitomario,raikothunder arm,雷鼓thunder beat,,,,,,,,
1092,つるぺったん,tsurupettan,Silver Forest feat. くろねこ アキ さきち カガリ,shirubaaforesutofiicharingukuronekoakisakichikagari,tsurupettan silverforest,,,醋溜便当,,,,,,
1093,Claidheamh Soluis-光の剣- feat.はるの,kurausorasuhikarinotsurugifiicharinguharuno,猫大樹,nekohiroki,claidheamhsoluis nekohiroki,,,,,,,,,
1094,のぼれ八坂坂！,noboreyasakazaka,ビートまりおとARM,biitomariotoaamu,noboreyasakazaka beatmario,攀登吧八坂之山,,,,,,,,
1095,恋とキングコング,koitokingukongu,日向美ビタースイーツ♪,hinatabibitaasuiitsu,koitokingkong hinabita,恋爱与金刚,,,,,,,,
1096,PUPA,pyuupa,モリモリあつし,morimoriatsushi,pupa morimoriatsushi,,,,,,,,,
1097,Theme of Ricerca,teemaoburicheruka,HuΣeR feat.ゆきまめ,hamaafiicharinguyukimame,theme of ricerca humer,,,,,,,,,
1098,Concertino in Blue,koncheruteiinoinburuu,佐々木博史,sasakihirofumi,concertino sasaki,,,,,,,,,
1099,FIN4LE ～終止線の彼方へ～,finaareshuushisennokanatahe,カモメサノエレクトリックオーケストラ,kamomesanoerekutorikkuookesutora,fin4le kamome,FIN4LE～向着终结篇的彼方～,,FINALE 终止线的彼方,,,,,,
1100,WHITEOUT,howaitoauto,かねこちはる,kanekochiharu,whiteout kanekochiharu,,,白出|雪盲|乳白现象,,,,,,
1101,Deadly force,deddoriifoosu,Noah,noa,deadly force noah,,,死力,,,,,,
